Region,Crop,Emotion,Post_Text,Date,Sentiment_Score,Price,Demand_Index,Temperature,Rainfall
Karnataka,Rice,Fear,disease,11-05-2025,-1,4910.03,78,39.47,2.51
Telangana,Sugarcane,Happy,wilt,14-01-2025,1,5334.53,154,35.08,10.95
Karnataka,Maize,Negative,aphid,13-06-2025,0,6029.77,144,35.02,3.27
Telangana,Maize,Positive,rust,18-06-2025,1,8096.9,142,36.37,15.33
Karnataka,Millets,Happy,healthy crop,21-05-2025,1,3691.51,91,20.05,13.37
Andhra Pradesh,Sugarcane,Happy,aphid,23-06-2025,0,7107.32,114,36.13,14.48
Maharashtra,Sugarcane,Fear,healthy crop,06-01-2025,0,9951.51,149,20.37,16.93
Punjab,Wheat,Positive,infection,24-01-2025,0,4126.99,89,23.92,15
Karnataka,Maize,Happy,pest attack,31-01-2025,0,7957.63,128,34.88,10.56
Karnataka,Cotton,Angry,infection,26-01-2025,0,7994.71,114,27.7,19.75
Andhra Pradesh,Maize,Positive,blight,27-01-2025,1,7372.87,135,32.46,18.25
Karnataka,Wheat,Negative,wilt,09-01-2025,0,9568.51,110,36.27,4.81
Punjab,Millets,Negative,no issue,30-04-2025,1,8544.45,65,35.61,2.1
Gujarat,Pulses,Neutral,aphid,25-06-2025,0,8007.02,56,34.44,5.17
Maharashtra,Sugarcane,Angry,healthy crop,26-03-2025,0,9071.35,130,22.41,4.12
Tamil Nadu,Soybean,Happy,aphid,16-05-2025,0,4159.54,110,38.45,11.16
Gujarat,Millets,Positive,borer,05-02-2025,0,8455.73,57,34.3,9.36
Tamil Nadu,Wheat,Fear,pest attack,22-05-2025,1,7954.03,138,29.4,16.7
Andhra Pradesh,Cotton,Fear,wilt,04-05-2025,-1,6308.75,65,29.7,16.75
Karnataka,Millets,Fear,healthy crop,28-01-2025,0,9297.69,86,30.94,13.47
Gujarat,Soybean,Optimistic,borer,09-05-2025,-1,3086.4,72,33.38,5.86
Punjab,Maize,Happy,rust,17-02-2025,0,4135.88,100,31.7,15.79
Tamil Nadu,Pulses,Optimistic,borer,08-03-2025,0,5788.88,99,36.02,13.64
Telangana,Wheat,Fear,no issue,26-06-2025,0,3828.76,96,33.94,18.79
Andhra Pradesh,Wheat,Optimistic,pest attack,30-01-2025,1,9150.04,78,27.77,0.09
Karnataka,Cotton,Happy,aphid,12-01-2025,0,9854.58,133,30.45,5.16
Punjab,Maize,Sad,blight,29-06-2025,1,8358.9,128,37.31,11.56
Telangana,Sugarcane,Negative,blight,07-01-2025,0,3071.53,144,28.5,16.19
Karnataka,Rice,Optimistic,blight,12-01-2025,0,4031.52,59,27.54,14.39
Punjab,Pulses,Sad,rust,04-03-2025,-1,4344.07,118,37.25,4.65
Maharashtra,Wheat,Negative,pest attack,25-03-2025,-1,2995.83,137,25.52,9.97
Telangana,Maize,Angry,healthy crop,30-05-2025,0,8510.67,65,26.4,4.94
Telangana,Soybean,Negative,infection,20-05-2025,0,8393,113,26.59,1.97
Andhra Pradesh,Soybean,Angry,healthy crop,26-01-2025,-1,5237.64,88,37.08,12.79
Punjab,Millets,Neutral,blight,09-04-2025,-1,2972.9,77,28.7,14.76
Telangana,Sugarcane,Fear,borer,30-04-2025,-1,3817.8,96,22.03,9.21
Karnataka,Millets,Negative,aphid,09-04-2025,1,8889.5,121,30.63,12.82
Andhra Pradesh,Millets,Positive,blight,26-01-2025,0,6406.73,79,30.6,15.53
Tamil Nadu,Sugarcane,Negative,wilt,09-05-2025,0,8926.73,135,23.62,1
Maharashtra,Maize,Optimistic,wilt,11-04-2025,-1,7616.19,58,37.87,3.72
Maharashtra,Sugarcane,Positive,borer,17-04-2025,0,6000.28,107,33.05,7.54
Andhra Pradesh,Maize,Angry,disease,30-06-2025,-1,4278.04,133,30.97,18.42
Tamil Nadu,Pulses,Neutral,aphid,04-06-2025,-1,3599.04,95,34.44,16.72
Maharashtra,Rice,Fear,pest attack,09-03-2025,0,6619.09,100,31.83,4.68
Karnataka,Soybean,Optimistic,blight,08-03-2025,-1,2784.54,127,30.5,16.68
Punjab,Maize,Angry,blight,28-05-2025,-1,5810.08,81,31.92,8.99
Telangana,Rice,Optimistic,blight,24-06-2025,-1,7429.33,97,21.16,9.47
Maharashtra,Millets,Angry,aphid,30-03-2025,-1,4595.57,49,31.73,17.25
Andhra Pradesh,Sugarcane,Neutral,infection,03-05-2025,-1,4289.92,56,29.11,4.12
Karnataka,Maize,Neutral,infection,04-05-2025,0,3723.01,109,36.6,13.02
Tamil Nadu,Pulses,Negative,borer,28-01-2025,1,6071.98,97,23.15,17.66
Telangana,Wheat,Sad,wilt,22-05-2025,0,5829.04,54,27.5,18.8
Punjab,Pulses,Positive,blight,30-05-2025,0,8995.35,53,37.97,14.94
Maharashtra,Rice,Negative,wilt,17-02-2025,-1,7596.53,49,21.21,10.93
Punjab,Wheat,Angry,borer,05-01-2025,1,9712.38,70,28,3.88
Punjab,Rice,Optimistic,pest attack,09-01-2025,0,5038.44,73,28.27,9.18
Telangana,Sugarcane,Fear,no issue,27-02-2025,-1,8697.08,96,23.2,5.57
Tamil Nadu,Pulses,Happy,healthy crop,02-01-2025,0,6779.52,54,34.83,15.12
Telangana,Sugarcane,Positive,infection,31-03-2025,-1,7087.93,110,26.5,13.98
Andhra Pradesh,Cotton,Neutral,borer,29-06-2025,0,4106.03,73,30.82,1.74
Maharashtra,Wheat,Fear,blight,31-03-2025,0,7565.52,148,31.26,8.58
Andhra Pradesh,Pulses,Fear,borer,12-04-2025,1,7785.98,118,37.26,11.06
Telangana,Soybean,Happy,no issue,06-05-2025,0,4853.42,125,27.47,9.05
Karnataka,Pulses,Sad,pest attack,18-04-2025,1,8536.03,156,28.26,17.42
Andhra Pradesh,Rice,Positive,disease,25-05-2025,1,9987.7,136,20.93,3.72
Karnataka,Soybean,Sad,blight,08-06-2025,-1,3076.21,113,38.28,11.7
Andhra Pradesh,Maize,Optimistic,blight,05-03-2025,-1,4342.72,61,24.89,1.34
Andhra Pradesh,Soybean,Optimistic,aphid,16-01-2025,0,3794.65,78,39.79,5.67
Punjab,Rice,Happy,rust,29-05-2025,0,6530.06,121,25.7,15.67
Maharashtra,Cotton,Happy,blight,11-02-2025,0,5061.8,70,31.84,2.65
Punjab,Rice,Optimistic,no issue,18-05-2025,1,10144.85,76,36.63,15.77
Punjab,Sugarcane,Negative,infection,29-05-2025,1,3658.74,156,31.97,6.26
Punjab,Maize,Positive,disease,06-02-2025,0,4699.09,75,21.51,9.2
Maharashtra,Soybean,Sad,infection,17-01-2025,0,9344.9,126,35.5,5.36
Karnataka,Cotton,Angry,aphid,09-06-2025,1,10021.44,76,23.62,8.93
Gujarat,Cotton,Negative,borer,06-04-2025,1,4804.99,114,37.1,5.48
Telangana,Maize,Fear,wilt,09-04-2025,1,4001.34,149,20.51,12.42
Karnataka,Millets,Happy,pest attack,02-01-2025,-1,6865.91,134,37.59,18.05
Telangana,Maize,Sad,pest attack,18-02-2025,0,4163.51,95,33.82,17.2
Telangana,Rice,Optimistic,disease,11-03-2025,-1,4214.81,52,31.64,2.1
Andhra Pradesh,Rice,Angry,borer,01-06-2025,-1,6099.04,99,32.11,2.54
Gujarat,Sugarcane,Neutral,infection,24-01-2025,-1,6364.78,72,32.57,13.51
Gujarat,Wheat,Neutral,pest attack,19-03-2025,0,8401.63,55,28.63,12.68
Punjab,Cotton,Happy,blight,13-02-2025,0,7122.38,105,27.09,7.16
Maharashtra,Rice,Neutral,aphid,30-04-2025,-1,7781.78,95,25.5,17.67
Telangana,Soybean,Happy,healthy crop,13-02-2025,0,9808.62,105,34.21,9.56
Tamil Nadu,Maize,Positive,healthy crop,10-03-2025,0,5785.29,124,35.58,7.25
Andhra Pradesh,Soybean,Optimistic,disease,30-05-2025,0,5742.53,72,23.67,7.01
Punjab,Wheat,Neutral,aphid,19-06-2025,-1,9355.64,136,37.66,6
Andhra Pradesh,Pulses,Happy,no issue,06-03-2025,0,9165.68,61,37.02,3.39
Andhra Pradesh,Cotton,Sad,disease,15-03-2025,1,7123.12,61,35.76,12.11
Gujarat,Pulses,Fear,infection,27-06-2025,-1,5976.81,91,20,18.37
Telangana,Rice,Optimistic,rust,19-02-2025,-1,4100.34,76,32.94,0.38
Andhra Pradesh,Wheat,Positive,disease,28-05-2025,0,4537.24,75,30.77,3.55
Andhra Pradesh,Sugarcane,Angry,disease,23-01-2025,1,9791.9,60,33.9,8.4
Karnataka,Maize,Angry,borer,18-06-2025,0,3260.9,101,22.22,13.7
Tamil Nadu,Rice,Angry,rust,03-02-2025,0,5736.46,117,34.26,7.08
Karnataka,Soybean,Happy,borer,14-02-2025,0,4399.2,106,36.52,13.18
Punjab,Cotton,Negative,blight,20-02-2025,0,8505.5,132,38.74,12.34
Telangana,Wheat,Fear,wilt,05-02-2025,-1,9327.76,89,26.98,18
Telangana,Wheat,Happy,borer,15-02-2025,0,6247.45,99,30.47,9.53
Tamil Nadu,Rice,Fear,blight,06-03-2025,1,7366.85,65,36.38,17.6
Punjab,Wheat,Angry,aphid,29-03-2025,0,3700.61,52,39.96,16.72
Tamil Nadu,Cotton,Neutral,wilt,28-06-2025,1,4555.71,96,31.21,8.91
Telangana,Sugarcane,Negative,borer,13-02-2025,1,4702.24,159,26.7,3.93
Punjab,Pulses,Sad,borer,26-05-2025,-1,8223.83,85,37.48,15.45
Telangana,Cotton,Fear,infection,18-04-2025,1,7024.18,148,29.35,3.96
Tamil Nadu,Sugarcane,Negative,pest attack,01-01-2025,-1,7023.91,83,32.52,6.26
Gujarat,Sugarcane,Neutral,disease,11-04-2025,0,8082.79,149,31.8,0.32
Punjab,Rice,Happy,borer,17-05-2025,-1,3309.18,46,26.09,16.93
Gujarat,Pulses,Negative,wilt,26-02-2025,-1,5898.04,106,25.24,4.25
Karnataka,Pulses,Fear,disease,19-05-2025,0,8267.09,94,37.57,5.13
Tamil Nadu,Millets,Neutral,rust,01-03-2025,-1,5544,140,21.34,13.18
Gujarat,Wheat,Optimistic,healthy crop,05-06-2025,0,6998.77,69,29.06,18.49
Andhra Pradesh,Wheat,Positive,healthy crop,20-03-2025,0,5341.65,133,36.83,11.24
Karnataka,Sugarcane,Happy,aphid,16-04-2025,-1,8084.61,83,37.99,4.56
Andhra Pradesh,Millets,Sad,rust,01-06-2025,-1,6422.12,90,29.66,8.8
Andhra Pradesh,Rice,Fear,borer,29-06-2025,0,8540.21,120,38.66,3.66
Andhra Pradesh,Pulses,Fear,borer,28-05-2025,0,7496.61,128,20.32,10.24
Maharashtra,Pulses,Optimistic,blight,09-05-2025,1,8554.74,65,27.74,15.03
Maharashtra,Pulses,Happy,wilt,24-06-2025,0,8692.45,138,32.36,16.96
Punjab,Millets,Fear,pest attack,22-03-2025,1,8819.28,62,36.88,12.74
Maharashtra,Maize,Neutral,disease,27-06-2025,0,6187.88,121,28.45,14
Karnataka,Pulses,Angry,pest attack,15-04-2025,0,5735.28,57,35.25,8.04
Andhra Pradesh,Rice,Angry,blight,29-05-2025,0,7069.48,115,36.79,1.6
Maharashtra,Maize,Angry,disease,24-05-2025,-1,3836.94,138,24.08,16.09
Tamil Nadu,Wheat,Angry,pest attack,17-05-2025,0,5960.22,128,25.25,8.1
Telangana,Maize,Positive,blight,28-06-2025,1,7376.9,145,24.69,17.69
Gujarat,Cotton,Optimistic,wilt,25-06-2025,0,9926.97,52,22.26,7.18
Maharashtra,Pulses,Angry,pest attack,08-04-2025,1,7304.4,103,36.39,8.78
Karnataka,Soybean,Sad,no issue,16-05-2025,1,4436.71,89,31.23,10.25
Punjab,Sugarcane,Happy,pest attack,28-06-2025,1,4301.2,146,36.44,1.51
Gujarat,Wheat,Fear,borer,09-05-2025,1,9121.34,141,27.54,12.82
Gujarat,Cotton,Negative,aphid,15-06-2025,0,6693.93,147,38.06,1.04
Tamil Nadu,Sugarcane,Neutral,healthy crop,24-01-2025,0,5299.97,107,35.49,2.29
Karnataka,Maize,Fear,wilt,11-01-2025,0,6123.87,53,30.26,10.79
Maharashtra,Wheat,Angry,infection,13-04-2025,0,4051.56,103,31.01,13.03
Punjab,Sugarcane,Sad,healthy crop,25-03-2025,0,8265.86,52,29.15,10.33
Gujarat,Soybean,Neutral,borer,11-06-2025,1,5044.32,129,20.04,18.74
Gujarat,Wheat,Fear,disease,13-02-2025,0,8598.66,66,20.31,0.66
Andhra Pradesh,Rice,Happy,no issue,31-01-2025,0,6194.03,72,39.89,8.43
Gujarat,Sugarcane,Sad,wilt,25-02-2025,-1,5063.47,120,33.02,12.84
Telangana,Millets,Positive,disease,15-02-2025,0,3076.66,134,38.61,2.85
Andhra Pradesh,Soybean,Happy,rust,02-06-2025,-1,3011.97,59,39.14,9.17
Andhra Pradesh,Rice,Neutral,healthy crop,10-03-2025,1,7170.15,150,21.18,12.2
Gujarat,Millets,Positive,infection,17-03-2025,0,4695.98,147,37.83,6.17
Telangana,Soybean,Happy,rust,07-03-2025,-1,6392.79,108,36.3,15.8
Punjab,Sugarcane,Positive,blight,13-04-2025,-1,8635.09,105,30.94,2.38
Punjab,Millets,Angry,blight,13-05-2025,0,5586.07,101,28.22,19.98
Andhra Pradesh,Cotton,Fear,pest attack,08-04-2025,0,5822.63,149,32.5,10.58
Telangana,Wheat,Neutral,aphid,29-05-2025,0,5172.88,135,38.1,2.7
Karnataka,Sugarcane,Neutral,no issue,15-05-2025,-1,5575.5,92,31.27,2.58
Tamil Nadu,Pulses,Fear,disease,27-04-2025,0,9640.39,102,23.54,17.85
Tamil Nadu,Maize,Happy,blight,24-03-2025,0,8260.47,101,31.12,9.28
Tamil Nadu,Millets,Neutral,aphid,22-04-2025,0,3086.5,82,30.5,0.98
Punjab,Sugarcane,Happy,disease,25-03-2025,0,4400.99,74,39.52,11.99
Andhra Pradesh,Maize,Fear,pest attack,08-01-2025,0,3030.93,88,20.99,19.58
Gujarat,Millets,Fear,infection,07-06-2025,-1,7781.86,79,34.82,13.23
Punjab,Rice,Sad,no issue,19-01-2025,1,4647.73,86,30.33,11.5
Telangana,Maize,Angry,infection,09-01-2025,0,7140.06,132,26.54,13.43
Telangana,Maize,Neutral,wilt,03-01-2025,0,5306.55,133,23.03,10.37
Andhra Pradesh,Soybean,Happy,pest attack,26-05-2025,-1,9228.75,94,32.17,16.01
Maharashtra,Sugarcane,Fear,infection,26-05-2025,0,9581.16,119,38.42,19.58
Karnataka,Soybean,Fear,healthy crop,03-02-2025,-1,9038.39,124,27.29,12.56
Karnataka,Millets,Fear,rust,26-01-2025,0,9555.13,92,39.56,3.06
Punjab,Sugarcane,Positive,wilt,05-03-2025,1,8729.29,92,22.41,3.27
Andhra Pradesh,Wheat,Happy,borer,19-06-2025,0,7330.71,62,20.25,9.92
Tamil Nadu,Cotton,Neutral,disease,08-05-2025,-1,9764.13,68,28.38,15.15
Punjab,Maize,Positive,infection,27-06-2025,-1,5110.28,114,31.95,1.42
Andhra Pradesh,Millets,Happy,blight,28-04-2025,0,3282.2,73,36.21,17.04
Telangana,Sugarcane,Angry,wilt,21-05-2025,-1,7006.59,103,28.63,8.88
Maharashtra,Pulses,Neutral,blight,22-03-2025,-1,9620.51,40,33.84,9.41
Telangana,Wheat,Negative,borer,11-06-2025,1,3522.6,131,37.07,19.5
Karnataka,Millets,Happy,infection,18-05-2025,0,7151.63,95,27.67,19.43
Karnataka,Wheat,Optimistic,healthy crop,01-01-2025,-1,5201.27,50,34.58,16.16
Telangana,Millets,Sad,wilt,08-06-2025,1,5919.95,137,33.33,18.44
Karnataka,Millets,Angry,pest attack,13-01-2025,-1,4777.83,41,34.34,6.38
Telangana,Wheat,Sad,pest attack,05-03-2025,1,7487.14,129,22.99,1.63
Maharashtra,Rice,Happy,no issue,08-04-2025,0,5755.59,144,34.63,4.77
Telangana,Pulses,Sad,pest attack,18-06-2025,1,6321.81,79,27.83,3.15
Gujarat,Soybean,Negative,rust,14-03-2025,0,7844.34,76,37.34,14.45
Telangana,Pulses,Neutral,blight,15-01-2025,1,9748.76,119,26,17
Maharashtra,Rice,Fear,borer,11-01-2025,1,6832.11,131,29.66,19.38
Maharashtra,Maize,Positive,disease,03-06-2025,-1,7776.51,132,36.45,12.58
Telangana,Cotton,Negative,disease,21-02-2025,1,8047.34,109,27.57,1.92
Maharashtra,Sugarcane,Optimistic,healthy crop,13-01-2025,0,5400.37,80,23.73,2.39
Maharashtra,Pulses,Positive,wilt,27-04-2025,0,8591.04,70,22.93,6.27
Maharashtra,Millets,Positive,borer,03-05-2025,0,9663.81,85,25.93,14.53
Punjab,Rice,Neutral,blight,21-01-2025,0,6106.55,99,34.92,16.46
Maharashtra,Soybean,Happy,no issue,11-03-2025,-1,5690.04,89,39.96,2.65
Tamil Nadu,Maize,Happy,aphid,29-06-2025,0,8312.61,50,27.27,19.52
Andhra Pradesh,Pulses,Negative,healthy crop,19-03-2025,0,3115.11,121,38.14,0.12
Tamil Nadu,Pulses,Positive,aphid,14-01-2025,1,5861.9,110,24.77,16.58
Telangana,Rice,Neutral,healthy crop,14-06-2025,1,3840.77,94,36.75,12.48
Maharashtra,Wheat,Positive,blight,31-05-2025,0,3306.61,71,21.17,14.82
Gujarat,Rice,Neutral,aphid,04-02-2025,0,3163.14,70,33.77,15.35
Tamil Nadu,Soybean,Angry,no issue,04-04-2025,-1,4496.43,123,36.49,19.38
Karnataka,Rice,Fear,pest attack,04-02-2025,-1,8848.59,103,38.69,13.23
Telangana,Sugarcane,Neutral,pest attack,23-03-2025,-1,4789.44,117,25.63,5.71
Telangana,Cotton,Negative,disease,23-05-2025,0,3114.03,141,30.96,7.79
Gujarat,Soybean,Happy,wilt,14-03-2025,-1,8155,91,23.14,3.36
Punjab,Soybean,Neutral,disease,07-05-2025,1,7426.18,149,28.15,0.24
Punjab,Pulses,Negative,rust,05-02-2025,0,5167.18,107,20.21,8.98
Gujarat,Maize,Fear,rust,05-01-2025,0,3917.57,58,27.32,7.3
Karnataka,Soybean,Happy,pest attack,18-01-2025,0,6088.53,131,39.02,8.46
Punjab,Wheat,Optimistic,rust,14-01-2025,-1,5240.02,47,27.47,3.58
Telangana,Wheat,Happy,blight,01-06-2025,0,5284.78,83,21.13,7.51
Telangana,Soybean,Happy,disease,24-06-2025,0,8681.55,109,31.67,6.39
Tamil Nadu,Wheat,Negative,healthy crop,13-06-2025,0,7029.05,145,38.73,16.95
Tamil Nadu,Cotton,Fear,aphid,10-04-2025,0,9196.22,74,37.62,14.27
Tamil Nadu,Sugarcane,Angry,rust,21-05-2025,1,9858.77,119,20.98,3.71
Andhra Pradesh,Millets,Angry,disease,19-05-2025,1,5128.62,142,22.01,3.71
Karnataka,Soybean,Fear,borer,03-03-2025,0,4519.1,68,33.8,12.07
Tamil Nadu,Cotton,Neutral,blight,25-05-2025,0,9988.04,83,20.8,17.37
Andhra Pradesh,Soybean,Happy,infection,12-04-2025,0,9543.4,108,27.52,17.19
Gujarat,Maize,Sad,infection,23-04-2025,-1,6166.43,130,23.19,14.42
Punjab,Soybean,Neutral,pest attack,04-02-2025,0,4668.09,123,21.88,13.77
Karnataka,Wheat,Fear,no issue,18-02-2025,-1,4336,106,25.58,2.77
Telangana,Millets,Negative,no issue,01-06-2025,0,6676.9,51,35.99,9.67
Punjab,Soybean,Negative,aphid,10-03-2025,0,7830.3,99,21.15,18.52
Telangana,Pulses,Negative,blight,22-05-2025,-1,9590.92,40,34.33,7.87
Telangana,Cotton,Happy,infection,17-02-2025,1,8600.7,140,34.49,3.01
Andhra Pradesh,Millets,Angry,borer,30-04-2025,1,4816.25,113,37.73,10.12
Karnataka,Pulses,Fear,wilt,03-05-2025,1,3458.47,60,24.15,7.23
Andhra Pradesh,Pulses,Positive,aphid,07-06-2025,0,5192.34,88,22.71,5.75
Gujarat,Rice,Angry,wilt,14-01-2025,1,4125.15,62,33.51,17.37
Tamil Nadu,Soybean,Neutral,rust,27-04-2025,-1,5767.49,40,36.84,8.59
Andhra Pradesh,Rice,Positive,blight,30-06-2025,1,6094.84,144,39.64,12.69
Punjab,Pulses,Sad,rust,19-01-2025,-1,4789.51,80,31.9,12.91
Andhra Pradesh,Wheat,Happy,no issue,28-06-2025,1,8626.4,155,31.49,10.83
Telangana,Wheat,Sad,no issue,30-06-2025,-1,6435.73,134,32.4,6.3
Telangana,Rice,Sad,no issue,29-06-2025,1,8744.56,113,35.5,8.73
Andhra Pradesh,Maize,Neutral,blight,01-06-2025,1,4977.02,76,22.02,14.37
Maharashtra,Wheat,Negative,aphid,07-06-2025,-1,4731.66,69,25.03,0.08
Karnataka,Maize,Angry,rust,28-06-2025,0,9913.97,67,38.19,16.33
Maharashtra,Sugarcane,Angry,wilt,14-02-2025,1,9072.81,80,26.82,14.3
Gujarat,Millets,Negative,healthy crop,09-05-2025,0,6684.49,66,24.1,10.52
Maharashtra,Millets,Positive,aphid,18-06-2025,1,7096.15,68,27.76,0.99
Gujarat,Wheat,Happy,wilt,28-05-2025,0,7497.04,109,34.95,11.5
Maharashtra,Sugarcane,Fear,pest attack,23-06-2025,0,5271.97,106,32.47,11.35
Punjab,Pulses,Happy,healthy crop,03-03-2025,-1,9526.19,96,23.08,7.9
Karnataka,Rice,Positive,no issue,06-02-2025,-1,5743.43,56,20.15,8.37
Telangana,Soybean,Angry,healthy crop,15-04-2025,1,9823.69,145,38.54,18.94
Telangana,Soybean,Optimistic,borer,01-04-2025,0,3699.13,82,29.41,5.49
Karnataka,Rice,Fear,healthy crop,25-04-2025,0,5363.05,103,36.17,17.12
Telangana,Rice,Optimistic,disease,17-04-2025,0,5678.3,63,23.08,17.84
Punjab,Sugarcane,Sad,disease,12-05-2025,0,7121.1,87,20.1,16.03
Punjab,Cotton,Happy,healthy crop,15-04-2025,1,9684.67,62,30.25,4.67
Telangana,Millets,Positive,disease,26-04-2025,1,3288.19,84,20.91,12.44
Punjab,Sugarcane,Neutral,blight,12-05-2025,0,7500.91,55,35.95,6.66
Karnataka,Cotton,Positive,no issue,13-03-2025,1,8369.47,145,31.57,11.68
Tamil Nadu,Wheat,Angry,no issue,05-05-2025,1,9359.91,133,37.55,2.7
Telangana,Soybean,Neutral,healthy crop,10-03-2025,0,3766.61,128,25.41,0.26
Telangana,Rice,Angry,blight,01-04-2025,1,8450.11,148,29.84,19.76
Karnataka,Soybean,Angry,blight,27-05-2025,-1,4654.74,83,31.69,12.56
Maharashtra,Rice,Neutral,rust,01-01-2025,-1,3956.7,74,22.94,17.44
Punjab,Rice,Happy,disease,01-04-2025,1,9599.53,157,22.8,10.41
Maharashtra,Rice,Angry,blight,21-03-2025,0,4074.95,122,34.88,13.3
Tamil Nadu,Sugarcane,Fear,borer,03-04-2025,1,7558.77,74,33.13,1.33
Tamil Nadu,Sugarcane,Neutral,blight,01-01-2025,1,6756.94,76,36.78,6.4
Gujarat,Pulses,Sad,disease,27-05-2025,-1,5793.05,138,24.4,19.42
Tamil Nadu,Rice,Optimistic,healthy crop,07-04-2025,1,8266.37,81,29.18,16.77
Telangana,Cotton,Negative,borer,19-02-2025,0,7898.56,73,36.87,4.27
Gujarat,Wheat,Optimistic,disease,16-05-2025,0,9463.26,61,29.37,10.01
Telangana,Maize,Fear,aphid,29-03-2025,0,6941.88,120,31.87,0.47
Tamil Nadu,Maize,Happy,infection,28-04-2025,1,8218.54,120,22.38,12.49
Maharashtra,Rice,Neutral,infection,28-02-2025,-1,6035.18,47,20.72,16.25
Punjab,Pulses,Optimistic,wilt,19-05-2025,0,7393.81,135,37.77,5.61
Tamil Nadu,Millets,Optimistic,wilt,19-01-2025,0,7389.84,113,26.28,4.05
Maharashtra,Wheat,Positive,borer,23-02-2025,1,6352.64,134,21.3,9.88
Karnataka,Sugarcane,Optimistic,healthy crop,05-06-2025,0,8334.74,71,28.1,11
Maharashtra,Sugarcane,Angry,rust,22-02-2025,-1,6403.62,42,33.7,7.97
Andhra Pradesh,Cotton,Fear,disease,16-02-2025,-1,3575.29,125,32.05,12.64
Telangana,Wheat,Negative,infection,26-05-2025,0,7529.28,132,27.74,13.11
Punjab,Wheat,Neutral,pest attack,16-06-2025,1,8894.05,111,27.76,15.21
Maharashtra,Rice,Negative,pest attack,27-04-2025,-1,6959.07,139,22.93,11.1
Tamil Nadu,Cotton,Happy,wilt,30-06-2025,-1,6293.73,95,33.23,12.15
Tamil Nadu,Rice,Happy,aphid,12-01-2025,1,6110.64,125,32.28,17.25
Punjab,Cotton,Happy,aphid,01-04-2025,-1,7730.97,102,28.85,14.79
Punjab,Maize,Happy,disease,24-03-2025,1,5531.31,147,36.88,6.37
Gujarat,Rice,Optimistic,infection,14-06-2025,0,3655.3,127,33.51,14.78
Maharashtra,Sugarcane,Sad,wilt,12-01-2025,1,5474.63,128,24.18,19.44
Telangana,Wheat,Sad,borer,14-01-2025,-1,7319.49,136,23.05,4.54
Gujarat,Soybean,Positive,blight,13-04-2025,-1,6561.49,81,32.56,7.87
Punjab,Wheat,Positive,no issue,13-06-2025,1,6339.92,139,28.93,1.07
Andhra Pradesh,Cotton,Sad,wilt,02-04-2025,1,6142.85,112,39.53,11.49
Telangana,Rice,Happy,rust,20-04-2025,1,9939.33,68,28.64,18.75
Maharashtra,Soybean,Angry,blight,08-05-2025,-1,6400.56,55,27.1,18.9
Telangana,Millets,Neutral,no issue,30-06-2025,1,7918.03,89,22.09,7.87
Maharashtra,Cotton,Positive,infection,25-05-2025,1,8975.35,107,38.44,13.24
Gujarat,Maize,Happy,blight,14-02-2025,0,5100.6,144,27.46,11
Gujarat,Sugarcane,Happy,no issue,21-04-2025,1,8684.47,119,38.21,6
Punjab,Pulses,Angry,wilt,10-04-2025,1,4361.27,155,32.64,7.13
Telangana,Wheat,Angry,wilt,06-06-2025,0,3804.33,50,26.73,18.97
Andhra Pradesh,Wheat,Negative,rust,25-05-2025,-1,6633.57,76,37.82,1.98
Punjab,Sugarcane,Sad,borer,09-04-2025,0,7893.35,125,25.1,11.25
Gujarat,Millets,Angry,wilt,07-01-2025,-1,8025.92,132,37.19,10.72
Telangana,Cotton,Happy,pest attack,08-02-2025,0,5973.27,94,39.38,14.98
Maharashtra,Pulses,Neutral,disease,23-05-2025,0,9234.84,107,29.19,12
Tamil Nadu,Pulses,Fear,rust,20-01-2025,-1,2710.99,135,27.88,4.81
Andhra Pradesh,Rice,Neutral,infection,04-02-2025,0,7760.35,84,32.27,10.88
Karnataka,Cotton,Angry,rust,22-05-2025,-1,4360.76,85,32.34,0.32
Tamil Nadu,Millets,Negative,aphid,08-02-2025,1,7604.87,111,22.41,5.88
Maharashtra,Maize,Happy,blight,31-03-2025,1,3599.48,110,38.16,8.69
Telangana,Maize,Fear,pest attack,29-01-2025,-1,6697.83,136,22.56,4.36
Maharashtra,Soybean,Fear,no issue,12-06-2025,1,5560.52,80,32.79,9.72
Tamil Nadu,Pulses,Sad,disease,18-03-2025,0,7254.99,120,26.47,19.46
Gujarat,Soybean,Optimistic,disease,23-02-2025,-1,8565.85,74,35.59,18.51
Telangana,Pulses,Angry,infection,16-02-2025,-1,6526.93,113,20.02,9.38
Andhra Pradesh,Cotton,Negative,wilt,03-04-2025,0,4931.95,139,21.67,13.73
Telangana,Cotton,Neutral,aphid,24-01-2025,1,4040.53,135,29.16,10.34
Maharashtra,Soybean,Happy,disease,04-02-2025,1,9225.56,61,31.66,5.71
Tamil Nadu,Millets,Fear,rust,25-01-2025,-1,6486.48,107,36.09,10.04
Karnataka,Wheat,Angry,blight,22-01-2025,-1,4967.68,81,21.84,1.3
Andhra Pradesh,Pulses,Angry,healthy crop,16-04-2025,0,4195.81,51,29.72,10.97
Maharashtra,Millets,Negative,pest attack,07-06-2025,-1,7473.54,80,28.46,2.58
Punjab,Millets,Positive,rust,14-06-2025,-1,6567.84,58,37.27,16.44
